OBJECTID,Naziv_staj,Linije,Opis,Napomena,RBR_GC_2,MBR_GC,IME_GC,IME_GO,IME_ZUPANI,SIFRA_PJ,sjediste_G,Shape_Leng,Shape_Area
"830",Labudovac - zapad,"202,228",smjer Svetice\Kvaternikov trg,15.99784100000005 45.822763999000074,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"917",Markov trg  - sjever,"150",smjer gara¾a Tu¹kanac,15.973842000000047 45.816670000000045,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"950",Medvedgradska - ¹kola - istok,"105",smjer Britanski trg,15.978435000000047 45.827630999000064,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"951",Medvedgradska - ¹kola - zapad,"105",smjer Kaptol,15.97829100000007 45.82761499900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"952",Medve¹èak - jug,"106,201,203,226,238",smjer Krematorij\Srebrnjak,15.979223000000047 45.81883399900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"953",Medve¹èak - sjever,"106,201,203,226,238",smjer Kaptol,15.97985600000004 45.81961699900006,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"962",Mihaljevac - ulaz \izlaz linija 102,"102",terminal Mihaljevac,15.975141001000054 45.84160899900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"963",Mihaljevac - ulaz\izlaz  linija 140,"140",terminal Mihaljevac,15.975307000000043 45.841863999000054,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"964",Mihaljevac - ulaz\izlaz  linija 233,"233",terminal Mihaljevac,15.975160000000074 45.842088999000055,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"965",Mihaljevac - ulaz\izlaz linija 176,"102,233",terminal Mihaljevac,15.975141001000054 45.84160899900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"978",Mirogoj - istok,"106,203,226",smjer Krematorij,15.98401700100004 45.835432999000034,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"979",Mirogoj - zapad,"106,203,226",smjer Kaptol,15.983827000000076 45.83509699900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"980",Mirogoj - Arkade - istok,"106,203,226",smjer Krematorij,15.983985999000026 45.83268399900004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"981",Mirogoj - Arkade - zapad,"106,203,226",smjer Kaptol,15.98409300000003 45.83169699900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"995",Mlinarska - istok,"105",smjer Kaptol,15.975579000000039 45.82215799900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"996",Mlinarska - zapad,"105",smjer Britanski trg,15.975528000000054 45.82236699900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1002",Mlinovi 23 - istok,"102",smjer Britanski trg,15.97128900000007 45.84464899900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1003",Mlinovi 23 - zapad,"102",smjer Mihaljevac,15.971408000000054 45.84443899900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1023",Muzej grada Zagreba - istok,"150",smjer Trg bana Josipa Jelaèiæa,15.97468200000003 45.818305999000074,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1024",Muzej grada Zagreba - zapad,"150",smjer gara¾a Tu¹kanac,15.974297999000044 45.81802799900004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1046",Nazorova 26 - istok,"102,105",smjer Mihaljevac,15.967382673000031 45.816236521000064,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1047",Nazorova 26 - zapad,"102,105",smjer Britanski trg,15.967036000000064 45.815963999000076,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1048",Nazorova 54 - istok,"102,105",smjer Mihaljevac,15.966679000000056 45.81777799900004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1049",Nazorova 54 - zapad,"102,105",smjer Britanski trg,15.966564000000062 45.81788899900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1057",Nova ves 16 - istok,"105",smjer Britanski trg,15.978095000000053 45.82030599900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1117",Pantovèak - ulaz\izlaz linija 101,"101",okreti¹te Pantovèak,15.958191000000056 45.845623999000054,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1125",Pantovèak 178b - istok,"101, 105, 138",smjer okreti¹te Pantovèak,15.96229618600006 45.83216634300004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1126",Pantovèak 178b - zapad,"101, 105",smjer Britanski trg,15.962161000000037 45.83228499900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1129",Pantovèak 56 - istok,"101, 105, 138",smjer okreti¹te Pantovèak,15.961122000000046 45.81705599900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1130",Pantovèak 56 - zapad,"101, 105",smjer Britanski trg,15.960956000000067 45.81681799900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1136",Paunovac - istok,"102,105",smjer Mihaljevac,15.97082400000005 45.82526399900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1137",Paunovac - zapad,"102,105",smjer Britanski trg,15.970375000000047 45.82477599900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1154",Petrova - jug,"202",smjer Kozjak,15.997099000000048 45.817525999000054,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1155",Petrova - sjever,"202",smjer Kvaternikov trg,15.996882000000028 45.81756999900006,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1157",Petrova 47 - sjever,"202",smjer Kvaternikov trg,15.999496000000022 45.818151999000065,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1206",Predjednièki dvori - istok,"101, 105",smjer okreti¹te Pantovèak,15.961756000000037 45.83767899900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1207",Predsjednièki dvori - zapad,"101, 105",smjer Britanski trg,15.961839000000055 45.83724199900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1275",Rebar - istok,"202,238",smjer Kozjak,15.995840001000033 45.83021099900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1276",Rebar - zapad,"202,238",smjer Kaptol\Kvaternikov trg,15.995768000000055 45.83006299900006,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1284",Remete - zapad,"203",smjer Krematorij,15.989952000000073 45.849487999000075,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1297",Remetska 19 - zapad,"106,203,226",smjer Kaptol,15.98241100000007 45.83856699900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1298",Remetska 19 - istok,"106,203,226",smjer Krematorij,15.982562001000076 45.838347999000064,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1322",Rockefellerova - istok,"106,201,203,226,238",smjer Krematorij\Srebrnjak,15.981626000000063 45.822748999000055,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1323",Rockefellerova -zapad,"106,201,203,226,238",smjer Kaptol,15.982109000000037 45.82354799900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1493",Srebrnjak - istok,"201,207",smjer Kaptol,15.989533000000051 45.83180499900004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1494",Srebrnjak - jug,"201,238",smjer Kozjak\Kvaternikov trg,15.988810000000058 45.83204099900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1495",Srebrnjak - sjever,"207,238",smjer Kaptol,15.990206000000057 45.83259499900004,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1496",Srebrnjak 10 - istok,"201,207",smjer Kaptol,15.99634100000003 45.818039999000064,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1497",Srebrnjak 10 - zapad,"201,207",smjer Kvaternikov trg,15.996252000000027 45.81768499900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1498",Srebrnjak 131  - zapad,"201,207",smjer Kvaternikov trg,15.991396000000066 45.829011999000045,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1499",Srebrnjak 132  - istok,"201,207",smjer Kaptol,15.991561999000055 45.82885299900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1583",Trg J. Jelaèiæa - ulaz\izlaz linija 150,"150",smjer Gara¾a Tu¹kanac,15.976129000000071 45.813603999000065,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1615",Tu¹kanac - jug,"102,105",smjer Mihaljevac,15.968697000000077 45.821247999000036,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1616",Tu¹kanac - sjever,"102,105",smjer Britanski trg,15.968523001000051 45.82127199900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1617",Tu¹kanac 78 - istok,"102,105",smjer Mihaljevac,15.971449000000064 45.83108999900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1618",Tu¹kanac 78 - zapad,"102,105",smjer Britanski trg,15.971140000000048 45.830425999000056,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1672",Vijenac - istok,"102,105",smjer Mihaljevac,15.971660000000043 45.82927999900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1673",Vijenac - zapad,"102,105",smjer Britanski trg,15.97212600000006 45.82798999900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1697",Voæarska 47 - jug,"204",smjer Kvaternikov trg,15.990831000000071 45.81717899900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1698",Voæarska - Baboniæeva - jug,"204",smjer Kvaternikov trg,15.99453600000004 45.81747399900007,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1699",Voæarska - dru¹tveni dom - zapad,"204",smjer Kvaternikov trg,15.987795001000052 45.81868499900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1700",Voæarska - sjemeni¹te - zapad,"204",smjer Kvaternikov trg,15.986011001000065 45.82192899900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1792",Zelengaj - istok,"101, 105, 138",smjer okreti¹te Pantovèak,15.962558001000048 45.835247999000046,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1793",Zelengaj - zapad,"101, 105",smjer Britanski trg,15.962364000000036 45.835037999000065,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1794",Zelengaj 25 - istok,"103",smjer Kraljevec,15.965494000000035 45.82115299900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1795",Zelengaj 25 - zapad,"103,138",smjer Britanski trg,15.965354000000048 45.82104899900003,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1796",Zelengaj 53 - zapad,"138",smjer Britanski trg,15.965987999000049 45.83091299900008,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1797",Zelengaj 65 - zapad,"138",smjer Britanski trg,15.965102000000059 45.833049999000025,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1798","Zelengaj, bolnica - zapad","138",smjer Britanski trg,15.966319000000055 45.82625899900006,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1823",Znikina - istok,"105",smjer Britanski trg,15.977648000000045 45.824680999000066,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"1824",Znikina - zapad,"105",smjer Kaptol,15.977581000000043 45.82412299900005,"2","00159",GORNJI GRAD - MEDVEŠ?AK,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Draškovi?eva ulica 15",18576.94722190000,10191177.55130000040
"35",Avenija G. ©u¹ka-MUP - istok,"205,232",smjer Sveto¹imunska cesta,16.031922000000066 45.839176999000074,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"36",Avenija G. ©u¹ka-MUP - zapad,"205,232",smjer terminal Dubrava,16.032313000000045 45.83810499900005,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"41",Barutanski jarak 48 - istok,"226",smjer Kaptol,16.006360001000075 45.82834599900008,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"42",Barutanski jarak 48 - zapad,"226",smjer Svetice,16.006263000000047 45.828188999000076,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"43",Barutanski jarak 96 - istok,"226",smjer Kaptol,16.00477200100005 45.831956999000056,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"44",Barutanski jarak 96 - zapad,"226",smjer Svetice,16.004705000000058 45.83184199900006,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"102",Bolnica Jordanovac - istok,"228",smjer Svetice,16.00259200000005 45.825378999000066,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"103",Bolnica Rebro - sjever,"228",smjer Svetice,16.007674000000065 45.82315299900006,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"176",Bukovac - Vodovod - istok,"227",smjer Bliznec,16.007668999000032 45.840989999000044,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"177",Bukovac - Vodovod - zapad,"227",smjer Svetice,16.007505000000037 45.84075799900006,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"178",Bukovac 115 - istok,"227",smjer Bliznec,16.00752700000004 45.84304099900004,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"179",Bukovac 115 - zapad,"227",smjer Svetice,16.00749599900007 45.842943999000056,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"180",Bukovaèka 160 - istok,"203",smjer Krematorij,16.004672000000028 45.83556199900005,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"181",Bukovaèka 160 - zapad,"203",smjer Svetice,16.00455400000004 45.83600399900007,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"182",Bukovaèka 23 - zapad,"203,226,227,228",smjer Svetice,16.01233700000006 45.82217599900008,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"183",Bukovaèka 276 - istok,"203",smjer Krematorij,16.00006300000007 45.843461999000056,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"184",Bukovaèka 276 - zapad,"203",smjer Svetice,15.999881001000062 45.843566999000075,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"185",Bukovaèka 68 - istok,"203",smjer Krematorij,16.00978800000007 45.828786999000044,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"186",Bukovaèka 68 - zapad,"203",smjer Svetice,16.009609999000077 45.82889299900006,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"187",Bukovaèka 8 - istok,"203,226",smjer Krematorij,16.011452001000066 45.82449600000007,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"188",Bukovaèka 8 - zapad,"203,226",smjer Svetice,16.01131299900004 45.824436999000056,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"189",Bukovaèka - Jurja Ves - istok,"203",smjer Krematorij,16.005694000000062 45.83342999900003,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"190",Bukovaèka  -Jurja Ves - zapad,"203",smjer Svetice,16.005966000000058 45.83285199900007,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"233",Èret 27 - istok,"227",smjer Bliznec,16.020594000000074 45.84250499900003,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"234",Èret 27 - zapad,"227",smjer Svetice,16.02028800000005 45.84266799900007,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"235",Èret-Melini¹æe - zapad,"227,232","smjer Svetice\Dubrava, izlaz\ulaz linija 232",16.021111999000027 45.84086099900003,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"308",Dotr¹æina - istok,"205",smjer Bidrovec,16.028854000000024 45.84408699900007,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
"309",Dotr¹æina - zapad,"205",smjer terminal Dubrava,16.02871900100007 45.843983999000045,"4","00329",MAKSIMIR,GRAD ZAGREB,GRAD ZAGREB,3.00000000000,"Zagreb, Petrova ulica 116",20276.22590520000,14971952.00540000014
